IL NAME,CATION NAME,ANION NAME,Cation_SMILES,Anion_SMILES,Temperature (0 C),Pressure (bar),CO2 capacity (mol CO2/mol IL)
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,0.129,0.002807862
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,0.234,0.002807862
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,0.479,0.014198783
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,0.987,0.028806584
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,1.99,0.052631579
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,2.48,0.074113856
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,3.96,0.116071429
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,5.46,0.160092807
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,5.97,0.172332943
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,6.97,0.203369434
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,8.5,0.243781095
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,10,0.290322581
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,10.9,0.315789474
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,10.9,0.319261214
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,12,0.34589502
[HMIM][FPAP],1-hexyl-3-methylimidazolium,tris(heptafluoropropyl)trifluorophosphate,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)F),59.97,12.9,0.377410468
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,0.0176,0.000740548
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,0.0363,0.002807862
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,0.069,0.008166146
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,0.128,0.006036217
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,0.171,0.022494888
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,0.483,0.025641026
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,0.977,0.052631579
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,2.03,0.121076233
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,2.53,0.131221719
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,3.97,0.215066829
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,5.53,0.303780965
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,6.04,0.342281879
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,7.01,0.388888889
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,8.46,0.477104874
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,9.96,0.567398119
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,10.9,0.62601626
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,11,0.63132137
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,12,0.686340641
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),25.03,12.9,0.748251748
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,0.00771,0.000150023
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,0.0372,0.001401963
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,0.0715,0
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,0.0781,0.00310964
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,0.171,0.00310964
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,0.48,0.016260163
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,1.02,0.031991744
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,2.03,0.055966209
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,2.48,0.078748652
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,3.98,0.129943503
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,5.46,0.177856302
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,6.01,0.193317422
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,6.99,0.228501229
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,8.54,0.27388535
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,9.92,0.322751323
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,11,0.356852103
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,11,0.360544218
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,12,0.396648045
[PMIM][FOP],1-pentyl-3-methylimidazolium,tris(nonafluorobutyl)trifluorophosphate,C[n+]1ccn(CCCCC)c1,F[P-](F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F),59.93,13,0.426533524
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,0.0157,0.000240058
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,0.0476,0.001602564
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,0.073,0.002807862
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,0.0987,0.003512293
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,0.198,0.012145749
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,0.5,0.017293998
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,0.999,0.035196687
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,2,0.079913607
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,2.5,0.089324619
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,4,0.146788991
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,5.5,0.206272618
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,6,0.231527094
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,6.99,0.265822785
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,8.5,0.324503311
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,10,0.386962552
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,11,0.426533524
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,11,0.430615165
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,12,0.468428781
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,25.01,13,0.508295626
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,59.98,0.0125,3.00E-05
[NFHMIM][NTf₂],"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,59.98,0.0426,0.000770593
