CO2 capacity (mol CO2/mol IL)
0.343905389
0.6961724
1.512562814
0.086248099
0.065147184
0.567
0.153402537
0.461988304
0.131093768
0.044932079
0.14260604
0.01717518
0.153402537
0.798561151
0.002305302
0.15114539
0.040907671
0.042752868
0.008776354
0.653439153
0.183431953
0.095770327
0.019367992
0.159
0.064962726
0.022704029
0.181055864
0.57480315
0.294163323
0.115324559
0.001903617
3.101722724
0.081081081
0.175226231
0.079913607
0.020408163
0.097213079
0.53609831
0.15568112
0.305142261
1.617801047
0.246882793
0.078748652
0.373626374
0.467242048
0.114827202
0.129177958
0.135718342
0.736111111
0.6402816
0.4495479
0.272737776
0.312852829
0.134558657
0.930501931
0.009387302
0.004016064
1.754820937
0.028594939
0.080730574
0.84501845
0.007130484
0.3554402
0.25
0.204819277
0.158748552
0.199040767
1.380952381
0.004621258
0.000850723
0.031778787
0.194
0.105460977
0.333333333
0.225790635
0.064056182
0.12625286
0.6
1.415458937
0.318739285
0.029866117
0.189060642
0.097574361
0.080730574
0.031991744
0.039717197
0.343
1.13
0.004217714
0.243781095
0.009081736
0.053518753
0.8001462
0.110987668
0.19047619
0.262626263
0.16713352
0.265781376
0.46348509
0.333333333
1.178649237
0.246882793
0.36425648
0.589825119
0.153003574
0.001001001
1.016942315
0.63132137
0.240694789
0.126126126
1.155172414
0.40469167
0.245330012
0.061458444
0.469291801
0.226993865
0.340482574
0.5029262
0.221001221
0.333688984
0.16522955
0.293159188
0.019367992
0.15857397
0.001401963
0.34589502
0.03626943
0.215066829
0.062699256
0.097453907
0.769911504
1.5
0.250041
0.124353497
0.142857143
0.029866117
0.6115872
0.330494944
0.4091143
0.215953307
0.398601399
0.227897839
0.027010373
0.000180032
0.470588235
0.057082452
0.43472023
0.013993105
3.032258065
0.031991744
0.042861612
0.18854502
0.5809212
0.65434304
0.008979921
0.53905693
0.247191
0.000275076
0.213592233
0.103265666
0.607717042
0.330494944
0.097694841
0.33457894
0.248439451
0.022494888
0.09560976
0.572327044
0.166861144
0.14416476
0.077
0.04218752
0.312335958
0.004984724
0.519756839
0.199904008
0.418439716
0.062
2.105590062
0.145475372
0.387
1.325581395
0.015228426
0.19047619
0.386962552
0.03950104
0.288659794
0.286339079
0.184834123
0.121830828
1.762430939
0.104972376
0.129943503
0.174674028
0.057082452
0.292824822
0.39435472
0.134
0.001101211
0.277139208
0.343905389
1.074688797
0.143
0.615508885
0.280409731
0.312680494
0.037344398
0.427584385
0.024390744
0.091107474
0.066098081
0.047120419
7.431703204
0.001652727
0.283697047
0.344086022
0.127395716
0.115448968
0.986491855
0.008064516
0.436781609
0.201923077
0.142334933
0.24026976
0.234567901
0.117318436
0.049317943
0.728011059
0.145475372
0.013171226
1.044989775
0.828153565
0.495
0.001803246
0.248439451
0.136363636
0.302083333
2.125
0.059322034
0.126126126
0.003411599
0.028806584
0.122334456
0.466060695
0.260080645
0.751313485
0.09
0.098901099
0.572327044
0.325029813
0.020512297
0.169590643
0.264382349
0.100352113
0.124985938
0.047778709
0.201
0.175226231
0.013581999
1.717391304
8.8e-08
0.776198934
0.824151769
0.459854015
0.23257881
0.110987668
0.026694045
0.092
0.825483753
0.43472023
0.167
0.390236392
0.136
0.005429318
0.046025105
0.166861144
6.390983001
0.000850723
0.209189843
0.283697047
0.17922196
0.0
0.09779718
0.488095238
0.6
0.512859304
1.2
2.636363636
0.152472053
2.819709702
0.183712121
0.639344262
0.08495172
0.055631796
0.002405774
1.004008016
0.22311219
0.008267796
0.128668172
0.008267796
0.034126163
0.064962726
0.540832049
0.089205969
0.06315118
0.147987005
0.293661061
0.152073733
0.639344262
0.042752868
0.117693081
0.044932079
0.100110011
0.083423619
1.844950213
0.042752868
0.019367992
6.3e-06
1.59512112
0.081431816
0.288493751
0.098901099
0.426533524
0.000190036
0.090869423
0.156336725
0.510574018
0.015228426
0.044932079
0.151277918
0.03755966
0.254862593
0.470588235
0.137656428
0.52578578
0.204819277
0.042209484
0.124985938
0.1989064
0.443001443
0.116071429
0.499475184
0.112347052
0.22152435
0.085
0.109139308
0.049317943
0.120071685
0.033816881
0.012145749
1.013349
0.0
0.046682018
0.052631579
0.040582726
0.07558656
0.165501166
0.629
0.081197967
0.912045889
0.45147648
0.499250375
0.847968758
0.280409731
0.299714063
0.093972213
0.265822785
0.16808784
0.160092807
0.096491228
0.140250855
0.149425287
1.074688797
0.136363636
0.010203051
0.105
0.068376068
0.167269756
0.01061142
0.17246359
0.13507378
0.002405774
0.169590643
0.120071685
0.540832049
0.06141428
0.079913607
0.74942061
0.526717557
0.579778831
0.040582726
0.193317422
0.110617503
1.5633424
1.159827214
0.99880072
0.029018317
0.056412423
0.211680601
0.202
0.57480315
0.030927835
0.818939121
0.408450704
0.422879909
0.211354371
0.03626943
0.094091904
0.19829526
0.094091904
0.73922848
0.072041166
0.119695443
0.002104419
0.197891711
0.026694045
0.133
0.675041876
0.083423619
0.6123328
0.398601399
0.350438893
0.828153565
0.233
1.444987775
0.201923077
0.26880854
0.008471158
0.055
0.6013938
0.447596989
0.002405774
0.226993865
0.603789008
0.281722635
0.028806584
0.219512195
0.01010101
0.69865806
0.119820829
0.157809425
1.777777778
0.182033097
0.356830675
0.27064803
0.05374078
0.295336788
0.223990208
0.296
0.166316772
0.075268817
0.220852155
0.672240803
0.293661061
0.23478272
0.251
0.102535832
1.6838456
0.004419446
0.169590643
0.329787234
0.337932
0.067235859
0.005025126
0.295336788
0.38610752
0.105094486
2.25732899
0.152073733
0.519756839
0.104972376
0.000420176
0.033057851
0.096491228
0.124859393
0.13430127
0.196172249
0.869158879
0.531393568
0.079913607
0.138952164
0.24
0.2821728
0.340482574
0.4471808
0.335113485
0.470588235
0.132502831
0.001702895
0.427959446
0.008064516
0.626
0.336
0.013684744
0.219512195
0.161440186
0.35998912
2.344481605
0.248439451
1.132196162
0.063603489
0.082251082
1.247191011
0.18623962
0.477104874
0.340482574
0.618122977
0.14107688
1.178649237
0.196888091
0.57480315
0.32282624
0.154734411
0.332267519
0.119820829
0.165501166
0.090512541
0.068
0.3
0.164171459
0.071581655
1.141327623
0.026904909
0.03761323
2.9e-06
0.002004008
0.69079509
0.7368578
0.20224512
0.564945227
0.262626263
0.489
0.039717197
0.677852349
0.582278481
1.314814815
0.127395716
0.398
0.174950065
0.7278166
0.177856302
0.162790698
0.199040767
2.676470588
0.538698261
0.038421599
